GENUS	SPECIES
Levinea	amalonatica
Levinea	malonatica
Levinea	
Levispirillum	
Lewinella	agarilytica
Lewinella	antarctica
Lewinella	aquimaris
Lewinella	cohaerens
Lewinella	lacunae
Lewinella	lutea
Lewinella	marina
Lewinella	maritima
Lewinella	nigricans
Lewinella	persica
Lewinella	xylanilytica
Lewinella	
Libanicoccus	massiliensis
Libanicoccus	
Liberibacter	crescens
Liberibacter	
Lihuaxuella	thermophila
Lihuaxuella	
Limibacillus	halophilus
Limibacillus	
Limibacter	armeniacum
Limibacter	
Limibaculum	halophilum
Limibaculum	
Limimaricola	aestuariicola
Limimaricola	cinnabarinus
Limimaricola	hongkongensis
Limimaricola	pyoseonensis
Limimaricola	soesokkakensis
Limimaricola	variabilis
Limimaricola	
Limimonas	halophila
Limimonas	
Limisphaera	ngatamarikiensis
Limisphaera	
Limnobacter	humi
Limnobacter	litoralis
Limnobacter	thiooxidans
Limnobacter	
Limnobaculum	parvum
Limnobaculum	
Limnochorda	pilosa
Limnochorda	
Limnohabitans	australis
Limnohabitans	curvus
Limnohabitans	parvus
Limnohabitans	planktonicus
Limnohabitans	
Limoniibacter	endophyticus
Limoniibacter	
Lindabaumannia	
Lipingzhangella	halophila
Lipingzhangella	
Lishizhenia	caseinilytica
Lishizhenia	tianjinensis
Lishizhenia	
Listeria	aquatica
Listeria	booriae
Listeria	cornellensis
Listeria	costaricensis
Listeria	denitrificans
Listeria	fleischmannii
Listeria	fleischmannii
Listeria	fleischmannii
Listeria	floridensis
Listeria	goaensis
Listeria	grandensis
Listeria	grayi
Listeria	innocua
Listeria	ivanovii
Listeria	ivanovii
Listeria	ivanovii
Listeria	marthii
Listeria	monocytogenes
Listeria	murrayi
Listeria	newyorkensis
Listeria	riparia
Listeria	rocourtiae
Listeria	seeligeri
Listeria	thailandensis
Listeria	weihenstephanensis
Listeria	welshimeri
Listeria	
Listonella	anguillara
Listonella	anguillarum
Listonella	damsela
Listonella	damselae
Listonella	pelagia
Listonella	
Litoreibacter	albidus
Litoreibacter	arenae
Litoreibacter	ascidiaceicola
Litoreibacter	halocynthiae
Litoreibacter	janthinus
Litoreibacter	meonggei
Litoreibacter	ponti
Litoreibacter	
Litoribacillus	peritrichatus
Litoribacillus	
Litoribacter	alkaliphilus
Litoribacter	ruber
Litoribacter	
Litoribaculum	gwangyangense
Litoribaculum	
Litoribrevibacter	albus
Litoribrevibacter	euphylliae
Litoribrevibacter	
Litoricola	lipolytica
Litoricola	marina
Litoricola	
Litorihabitans	aurantiacus
Litorihabitans	
Litorilinea	aerophila
Litorilinea	
Litorilituus	sediminis
Litorilituus	
Litorimicrobium	taeanense
Litorimicrobium	
Litorimonas	cladophorae
Litorimonas	haliclonae
Litorimonas	taeanensis
Litorimonas	
Litorisediminicola	beolgyonensis
Litorisediminicola	
Litorisediminivivens	gilvus
Litorisediminivivens	
Litorivita	pollutaquae
Litorivita	
Litorivivens	aequoris
Litorivivens	lipolytica
Litorivivens	
Loktanella	acticola
Loktanella	aestuariicola
Loktanella	agnita
Loktanella	atrilutea
Loktanella	cinnabarina
Loktanella	fryxellensis
Loktanella	hongkongensis
Loktanella	koreensis
Loktanella	litorea
Loktanella	maricola
Loktanella	marina
Loktanella	maritima
Loktanella	ponticola
Loktanella	pyoseonensis
Loktanella	rosea
Loktanella	salsilacus
Loktanella	sediminilitoris
Loktanella	sediminum
Loktanella	soesokkakensis
Loktanella	tamlensis
Loktanella	variabilis
Loktanella	vestfoldensis
Loktanella	
Lonepinella	koalarum
Lonepinella	
Longibacter	salinarum
Longibacter	
Longibaculum	muris
Longibaculum	
Longicatena	caecimuris
Longicatena	
Longilinea	arvoryzae
Longilinea	
Longimicrobium	terrae
Longimicrobium	
Longimonas	haloalkaliphila
Longimonas	halophila
Longimonas	
Longimycelium	tulufanense
Longimycelium	
Longispora	albida
Longispora	fulva
Longispora	urticae
Longispora	
Longivirga	aurantiaca
Longivirga	
Lonsdalea	britannica
Lonsdalea	iberica
Lonsdalea	populi
Lonsdalea	quercina
Lonsdalea	quercina
Lonsdalea	quercina
Lonsdalea	quercina
Lonsdalea	quercina
Lonsdalea	
Lucibacterium	harveyi
Lucibacterium	
Lucifera	butyrica
Lucifera	
Luedemannella	flava
Luedemannella	helvata
Luedemannella	
Lumbricincola	
Luminiphilus	syltensis
Luminiphilus	
Lunatimonas	lonarensis
Lunatimonas	salinarum
Lunatimonas	
Lutaonella	thermophila
Lutaonella	
Luteibacter	anthropi
Luteibacter	rhizovicinus
Luteibacter	yeojuensis
Luteibacter	
Luteibaculum	oceani
Luteibaculum	
Luteimicrobium	album
Luteimicrobium	subarcticum
Luteimicrobium	xylanilyticum
Luteimicrobium	
Luteimonas	abyssi
Luteimonas	aestuarii
Luteimonas	aquatica
Luteimonas	arsenica
Luteimonas	composti
Luteimonas	cucumeris
Luteimonas	huabeiensis
Luteimonas	lutimaris
Luteimonas	marina
Luteimonas	mephitis
Luteimonas	notoginsengisoli
Luteimonas	padinae
Luteimonas	pelagia
Luteimonas	rhizosphaerae
Luteimonas	soli
Luteimonas	terrae
Luteimonas	terricola
Luteimonas	tolerans
Luteimonas	vadosa
Luteimonas	
Luteipulveratus	halotolerans
Luteipulveratus	mongoliensis
Luteipulveratus	
Luteitalea	pratensis
Luteitalea	
Luteivirga	sdotyamensis
Luteivirga	
Luteococcus	japonicus
Luteococcus	peritonei
Luteococcus	sanguinis
Luteococcus	sediminum
Luteococcus	
Luteolibacter	algae
Luteolibacter	arcticus
Luteolibacter	cuticulihirudinis
Luteolibacter	flavescens
Luteolibacter	gellanilyticus
Luteolibacter	luojiensis
Luteolibacter	pohnpeiensis
Luteolibacter	yonseiensis
Luteolibacter	
Lutibacter	aestuarii
Lutibacter	agarilyticus
Lutibacter	crassostreae
Lutibacter	flavus
Lutibacter	holmesii
Lutibacter	litoralis
Lutibacter	litorisediminis
Lutibacter	maritimus
Lutibacter	oceani
Lutibacter	oricola
Lutibacter	profundi
Lutibacter	
Lutibacterium	
Lutibaculum	baratangense
Lutibaculum	pontilimi
Lutibaculum	
Lutimaribacter	litoralis
Lutimaribacter	marinistellae
Lutimaribacter	pacificus
Lutimaribacter	saemankumensis
Lutimaribacter	
Lutimonas	halocynthiae
Lutimonas	saemankumensis
Lutimonas	vermicola
Lutimonas	
Lutispora	thermophila
Lutispora	
Lysinibacillus	acetophenoni
Lysinibacillus	alkaliphilus
Lysinibacillus	alkalisoli
Lysinibacillus	boronitolerans
Lysinibacillus	chungkukjangi
Lysinibacillus	composti
Lysinibacillus	contaminans
Lysinibacillus	cresolivorans
Lysinibacillus	endophyticus
Lysinibacillus	fusiformis
Lysinibacillus	halotolerans
Lysinibacillus	louembei
Lysinibacillus	macroides
Lysinibacillus	mangiferahumi
Lysinibacillus	mangiferihumi
Lysinibacillus	massiliensis
Lysinibacillus	meyeri
Lysinibacillus	odysseyi
Lysinibacillus	pakistanensis
Lysinibacillus	parviboronicapiens
Lysinibacillus	sinduriensis
Lysinibacillus	sphaericus
Lysinibacillus	tabacifolii
Lysinibacillus	telephonicus
Lysinibacillus	varians
Lysinibacillus	xylanilyticus
Lysinibacillus	
Lysinibacter	cavernae
Lysinibacter	
Lysinimicrobium	aestuarii
Lysinimicrobium	flavum
Lysinimicrobium	gelatinilyticum
Lysinimicrobium	iriomotense
Lysinimicrobium	luteum
Lysinimicrobium	mangrovi
Lysinimicrobium	pelophilum
Lysinimicrobium	rhizosphaerae
Lysinimicrobium	sediminis
Lysinimicrobium	soli
Lysinimicrobium	subtropicum
Lysinimicrobium	
Lysinimonas	kribbensis
Lysinimonas	soli
Lysinimonas	
Lysobacter	aestuarii
Lysobacter	agri
Lysobacter	antibioticus
Lysobacter	arseniciresistens
Lysobacter	brunescens
Lysobacter	bugurensis
Lysobacter	caeni
Lysobacter	capsici
Lysobacter	cavernae
Lysobacter	concretionis
Lysobacter	daejeonensis
Lysobacter	defluvii
Lysobacter	dokdonensis
Lysobacter	enzymogenes
Lysobacter	erysipheiresistens
Lysobacter	firmicutimachus
Lysobacter	fragariae
Lysobacter	ginsengisoli
Lysobacter	gummosus
Lysobacter	hankyongensis
Lysobacter	humi
Lysobacter	koreensis
Lysobacter	korlensis
Lysobacter	lycopersici
Lysobacter	maris
Lysobacter	mobilis
Lysobacter	niabensis
Lysobacter	niastensis
Lysobacter	novalis
Lysobacter	olei
Lysobacter	oligotrophicus
Lysobacter	oryzae
Lysobacter	panacisoli
Lysobacter	panaciterrae
Lysobacter	pocheonensis
Lysobacter	psychrotolerans
Lysobacter	rhizophilus
Lysobacter	rhizosphaerae
Lysobacter	ruishenii
Lysobacter	sediminicola
Lysobacter	silvestris
Lysobacter	silvisoli
Lysobacter	solanacearum
Lysobacter	soli
Lysobacter	spongiae
Lysobacter	spongiicola
Lysobacter	tabacisoli
Lysobacter	terrae
Lysobacter	terricola
Lysobacter	thermophilus
Lysobacter	tolerans
Lysobacter	ximonensis
Lysobacter	xinjiangensis
Lysobacter	yangpyeongensis
Lysobacter	
Lyticum	flagellatum
Lyticum	sinuosum
Lyticum	
Mabikibacter	ruber
Mabikibacter	
Macellibacteroides	fermentans
Macellibacteroides	
Macrococcus	bohemicus
Macrococcus	bovicus
Macrococcus	brunensis
Macrococcus	canis
Macrococcus	carouselicus
Macrococcus	caseolyticus
Macrococcus	caseolyticus
Macrococcus	caseolyticus
Macrococcus	epidermidis
Macrococcus	equipercicus
Macrococcus	goetzii
Macrococcus	hajekii
Macrococcus	lamae
Macrococcus	
Macromonas	bipunctata
Macromonas	mobilis
Macromonas	
Mageeibacillus	indolicus
Mageeibacillus	
Magnetococcus	marinus
Magnetococcus	
Magnetospira	thiophila
Magnetospira	
Magnetospirillum	caucaseum
Magnetospirillum	gryphiswaldense
Magnetospirillum	kuznetsovii
Magnetospirillum	magnetotacticum
Magnetospirillum	marisnigri
Magnetospirillum	moscoviense
Magnetospirillum	
Magnetovibrio	blakemorei
Magnetovibrio	
Mahella	australiensis
Mahella	
Malaciobacter	canalis
Malaciobacter	halophilus
Malaciobacter	marinus
Malaciobacter	molluscorum
Malaciobacter	mytili
Malaciobacter	pacificus
Malaciobacter	
Malacobacter	canalis
Malacobacter	halophilus
Malacobacter	marinus
Malacobacter	molluscorum
Malacobacter	mytili
Malacobacter	pacificus
Malacobacter	
Malacoplasma	iowae
Malacoplasma	microti
Malacoplasma	muris
Malacoplasma	penetrans
Malacoplasma	
Maledivibacter	halophilus
Maledivibacter	
Malikia	granosa
Malikia	spinosa
Malikia	
Maliponia	aquimaris
Maliponia	
Malonomonas	rubra
Malonomonas	
Mameliella	alba
Mameliella	atlantica
Mameliella	phaeodactyli
Mameliella	
Mangrovibacter	phragmitis
Mangrovibacter	plantisponsor
Mangrovibacter	yixingensis
Mangrovibacter	
Mangrovibacterium	diazotrophicum
Mangrovibacterium	marinum
Mangrovibacterium	
Mangrovicella	endophytica
Mangrovicella	
Mangrovicoccus	ximenensis
Mangrovicoccus	
Mangroviflexus	xiamenensis
Mangroviflexus	
Mangrovihabitans	endophyticus
Mangrovihabitans	
Mangrovimonas	yunxiaonensis
Mangrovimonas	
Mangrovitalea	sediminis
Mangrovitalea	
Mannheimia	caviae
Mannheimia	glucosida
Mannheimia	granulomatis
Mannheimia	haemolytica
Mannheimia	ruminalis
Mannheimia	varigena
Mannheimia	
Maribacter	aestuarii
Maribacter	antarcticus
Maribacter	aquivivus
Maribacter	arcticus
Maribacter	arenosus
Maribacter	caenipelagi
Maribacter	chungangensis
Maribacter	cobaltidurans
Maribacter	confluentis
Maribacter	dokdonensis
Maribacter	flavus
Maribacter	forsetii
Maribacter	litoralis
Maribacter	litorisediminis
Maribacter	lutimaris
Maribacter	maritimus
Maribacter	orientalis
Maribacter	pelagius
Maribacter	polysiphoniae
Maribacter	sedimenticola
Maribacter	spongiicola
Maribacter	stanieri
Maribacter	thermophilus
Maribacter	ulvicola
Maribacter	vaceletii
Maribacter	
Maribaculum	marinum
Maribaculum	
Maribius	pelagius
Maribius	pontilimi
Maribius	salinus
Maribius	
Maricaulis	maris
Maricaulis	parjimensis
Maricaulis	salignorans
Maricaulis	virginensis
Maricaulis	washingtonensis
Maricaulis	
Marichromatium	bheemlicum
Marichromatium	fluminis
Marichromatium	gracile
Marichromatium	indicum
Marichromatium	purpuratum
Marichromatium	
Maricoccus	atlantica
Maricoccus	
Maricurvus	nonylphenolicus
Maricurvus	
Marihabitans	asiaticum
Marihabitans	
Marimicrobium	arenosum
Marimicrobium	
Marimonas	arenosa
Marimonas	
Marinactinospora	endophytica
Marinactinospora	thermotolerans
Marinactinospora	
Marinagarivorans	algicola
Marinagarivorans	
Marinibacillus	campisalis
Marinibacillus	marinus
Marinibacillus	
Marinibacterium	profundimaris
Marinibacterium	
Marinibactrum	halimedae
Marinibactrum	
Marinibaculum	pumilum
Marinibaculum	
Mariniblastus	fucicola
Mariniblastus	
Marinicauda	algicola
Marinicauda	pacifica
Marinicauda	
Marinicaulis	aureum
Marinicaulis	aureus
Marinicaulis	flavus
Marinicaulis	
Marinicella	litoralis
Marinicella	pacifica
Marinicella	sediminis
Marinicella	
Marinicola	seohaensis
Marinicola	
Marinicrinis	lubricantis
Marinicrinis	sediminis
Marinicrinis	
Marinifilum	albidiflavum
Marinifilum	breve
Marinifilum	flexuosum
Marinifilum	fragile
Marinifilum	
Mariniflexile	aquimaris
Mariniflexile	fucanivorans
Mariniflexile	gromovii
Mariniflexile	jejuense
Mariniflexile	ostreae
Mariniflexile	soesokkakense
Mariniflexile	
Marinilabilia	agarovorans
Marinilabilia	rubra
Marinilabilia	salmonicolor
Marinilabilia	
Marinilactibacillus	piezotolerans
Marinilactibacillus	psychrotolerans
Marinilactibacillus	
Mariniluteicoccus	endophyticus
Mariniluteicoccus	flavus
Mariniluteicoccus	
Marinimicrobium	agarilyticum
Marinimicrobium	alkaliphilum
Marinimicrobium	koreense
Marinimicrobium	locisalis
Marinimicrobium	
Marininema	halotolerans
Marininema	mesophilum
Marininema	
Mariniphaga	anaerophila
Mariniphaga	sediminis
Mariniphaga	
Mariniradius	saccharolyticus
Mariniradius	
Marinirhabdus	citrea
Marinirhabdus	gelatinilytica
Marinirhabdus	
Marinisporobacter	balticus
Marinisporobacter	
Marinitalea	
Marinithermofilum	abyssi
Marinithermofilum	
Marinithermus	hydrothermalis
Marinithermus	
Marinitoga	arctica
Marinitoga	camini
Marinitoga	hydrogenitolerans
Marinitoga	litoralis
Marinitoga	okinawensis
Marinitoga	piezophila
Marinitoga	
Marinivirga	aestuarii
Marinivirga	
Marinobacter	adhaerens
Marinobacter	algicola
Marinobacter	antarcticus
Marinobacter	aquaeolei
Marinobacter	aquaticus
Marinobacter	aromaticivorans
Marinobacter	bohaiensis
Marinobacter	bryozoorum
Marinobacter	confluentis
Marinobacter	daepoensis
Marinobacter	daqiaonensis
Marinobacter	excellens
Marinobacter	flavimaris
Marinobacter	fuscus
Marinobacter	goseongensis
Marinobacter	gudaonensis
Marinobacter	guineae
Marinobacter	halophilus
Marinobacter	halotolerans
Marinobacter	hydrocarbonoclasticus
Marinobacter	koreensis
Marinobacter	lacisalsi
Marinobacter	lipolyticus
Marinobacter	litoralis
Marinobacter	lutaoensis
Marinobacter	maritimus
Marinobacter	maroccanus
Marinobacter	mobilis
Marinobacter	nitratireducens
Marinobacter	oulmenensis
Marinobacter	pelagius
Marinobacter	persicus
Marinobacter	profundi
Marinobacter	psychrophilus
Marinobacter	salarius
Marinobacter	salexigens
Marinobacter	salicampi
Marinobacter	salinus
Marinobacter	salsuginis
Marinobacter	santoriniensis
Marinobacter	sediminum
Marinobacter	segnicrescens
Marinobacter	shengliensis
Marinobacter	similis
Marinobacter	szutsaonensis
Marinobacter	vinifirmus
Marinobacter	xestospongiae
Marinobacter	zhanjiangensis
Marinobacter	zhejiangensis
Marinobacter	
Marinobacterium	aestuarii
Marinobacterium	aestuariivivens
Marinobacterium	boryeongense
Marinobacterium	coralli
Marinobacterium	georgiense
Marinobacterium	halophilum
Marinobacterium	jannaschii
Marinobacterium	litorale
Marinobacterium	lutimaris
Marinobacterium	mangrovicola
Marinobacterium	marisflavi
Marinobacterium	maritimum
Marinobacterium	nitratireducens
Marinobacterium	profundum
Marinobacterium	rhizophilum
Marinobacterium	sediminicola
Marinobacterium	stanieri
Marinobacterium	zhoushanense
Marinobacterium	
Marinococcus	albus
Marinococcus	halophilus
Marinococcus	halotolerans
Marinococcus	hispanicus
Marinococcus	luteus
Marinococcus	salis
Marinococcus	tarijensis
Marinococcus	
Marinomonas	alcarazii
Marinomonas	algicida
Marinomonas	aquamarina
Marinomonas	aquimarina
Marinomonas	aquiplantarum
Marinomonas	arctica
Marinomonas	arenicola
Marinomonas	atlantica
Marinomonas	balearica
Marinomonas	basaltis
Marinomonas	blandensis
Marinomonas	brasilensis
Marinomonas	communis
Marinomonas	dokdonensis
Marinomonas	epiphytica
Marinomonas	foliarum
Marinomonas	fungiae
Marinomonas	gallaica
Marinomonas	hwangdonensis
Marinomonas	mangrovi
Marinomonas	mediterranea
Marinomonas	ostreistagni
Marinomonas	piezotolerans
Marinomonas	polaris
Marinomonas	pollencensis
Marinomonas	pontica
Marinomonas	posidonica
Marinomonas	primoryensis
Marinomonas	profundimaris
Marinomonas	rhizomae
Marinomonas	shanghaiensis
Marinomonas	spartinae
Marinomonas	ushuaiensis
Marinomonas	vaga
Marinomonas	
Marinoscillum	furvescens
Marinoscillum	luteum
Marinoscillum	pacificum
Marinoscillum	
Marinospirillum	alkaliphilum
Marinospirillum	celere
Marinospirillum	insulare
Marinospirillum	megaterium
Marinospirillum	minutulum
Marinospirillum	
Marinosulfonomonas	
Marinovum	algicola
Marinovum	
Mariprofundus	ferrooxydans
Mariprofundus	
Maripseudobacter	aurantiacus
Maripseudobacter	
Marisediminicola	antarctica
Marisediminicola	
Marispirillum	indicum
Marispirillum	
Marispirochaeta	aestuarii
Marispirochaeta	
Maritalea	mobilis
Maritalea	myrionectae
Maritalea	porphyrae
Maritalea	
Maritimibacter	alkaliphilus
Maritimibacter	lacisalsi
Maritimibacter	
Maritimimonas	rapanae
Maritimimonas	
Marivibrio	halodurans
Marivibrio	
Marivirga	atlantica
Marivirga	harenae
Marivirga	lumbricoides
Marivirga	sericea
Marivirga	tractuosa
Marivirga	
Marivita	byunsanensis
Marivita	cryptomonadis
Marivita	geojedonensis
Marivita	hallyeonensis
Marivita	lacus
Marivita	litorea
Marivita	
Marivivens	donghaensis
Marivivens	niveibacter
Marivivens	
Marixanthomonas	ophiurae
Marixanthomonas	
Marmoricola	aequoreus
Marmoricola	aquaticus
Marmoricola	aurantiacus
Marmoricola	bigeumensis
Marmoricola	endophyticus
Marmoricola	ginsengisoli
Marmoricola	korecus
Marmoricola	mangrovicus
Marmoricola	pocheonensis
Marmoricola	scoriae
Marmoricola	silvestris
Marmoricola	solisilvae
Marmoricola	terrae
Marmoricola	
Marortus	luteolus
Marortus	
Martelella	caricis
Martelella	endophytica
Martelella	limonii
Martelella	mangrovi
Martelella	mediterranea
Martelella	radicis
Martelella	suaedae
Martelella	
Marvinbryantia	formatexigens
Marvinbryantia	
Massilia	aerilata
Massilia	agilis
Massilia	agri
Massilia	albidiflava
Massilia	alkalitolerans
Massilia	armeniaca
Massilia	arvi
Massilia	atriviolacea
Massilia	aurea
Massilia	brevitalea
Massilia	buxea
Massilia	chloroacetimidivorans
Massilia	consociata
Massilia	dura
Massilia	eurypsychrophila
Massilia	flava
Massilia	glaciei
Massilia	haematophila
Massilia	jejuensis
Massilia	kyonggiensis
Massilia	lurida
Massilia	lutea
Massilia	namucuonensis
Massilia	neuiana
Massilia	niabensis
Massilia	niastensis
Massilia	norwichensis
Massilia	oculi
Massilia	phosphatilytica
Massilia	pinisoli
Massilia	plicata
Massilia	psychrophila
Massilia	putida
Massilia	solisilvae
Massilia	suwonensis
Massilia	terrae
Massilia	tieshanensis
Massilia	timonae
Massilia	umbonata
Massilia	varians
Massilia	violacea
Massilia	violaceinigra
Massilia	yuzhufengensis
Massilia	
Mechercharimyces	asporophorigenens
Mechercharimyces	mesophilus
Mechercharimyces	
Mediterraneibacter	butyricigenes
Mediterraneibacter	faecis
Mediterraneibacter	glycyrrhizinilyticus
Mediterraneibacter	massiliensis
Mediterraneibacter	
Megamonas	funiformis
Megamonas	hypermegale
Megamonas	hypermegas
Megamonas	rupellensis
Megamonas	
Meganema	
Megasphaera	cerevisiae
Megasphaera	elsdenii
Megasphaera	hexanoica
Megasphaera	indica
Megasphaera	massiliensis
Megasphaera	micronuciformis
Megasphaera	paucivorans
Megasphaera	stantonii
Megasphaera	sueciensis
Megasphaera	
Meiothermus	cateniformans
Meiothermus	cerbereus
Meiothermus	chliarophilus
Meiothermus	granaticius
Meiothermus	hypogaeus
Meiothermus	luteus
Meiothermus	roseus
Meiothermus	ruber
Meiothermus	rufus
Meiothermus	silvanus
Meiothermus	taiwanensis
Meiothermus	terrae
Meiothermus	timidus
Meiothermus	
Melaminivora	alkalimesophila
Melaminivora	jejuensis
Melaminivora	
Melghiribacillus	thermohalophilus
Melghiribacillus	
Melghirimyces	algeriensis
Melghirimyces	profundicolus
Melghirimyces	thermohalophilus
Melghirimyces	
Melioribacter	roseus
Melioribacter	
Melisococcus	plutonis
Melisococcus	plutonius
Melisococcus	
Melissococcus	pluton
Melissococcus	plutonius
Melissococcus	
Melitea	salexigens
Melitea	
Melittangium	alboraceum
Melittangium	boletus
Melittangium	lichenicola
Melittangium	
Membranicola	marinus
Membranicola	
Meniscus	glaucopis
Meniscus	
Merdimonas	faecis
Merdimonas	
Meridianimaribacter	flavus
Meridianimaribacter	
Meridianimarinicoccus	roseus
Meridianimarinicoccus	
Mesoaciditoga	lauensis
Mesoaciditoga	
Mesocricetibacter	intestinalis
Mesocricetibacter	
Mesoflavibacter	aestuarii
Mesoflavibacter	sabulilitoris
Mesoflavibacter	zeaxanthinifaciens
Mesoflavibacter	
Mesomycoplasma	bovoculi
Mesomycoplasma	conjunctivae
Mesomycoplasma	dispar
Mesomycoplasma	flocculare
Mesomycoplasma	hyopneumoniae
Mesomycoplasma	hyorhinis
Mesomycoplasma	lagogenitalium
Mesomycoplasma	moatsii
Mesomycoplasma	molare
Mesomycoplasma	molaris
Mesomycoplasma	neurolyticum
Mesomycoplasma	ovipneumoniae
Mesomycoplasma	
Mesonia	algae
Mesonia	aquimarina
Mesonia	hippocampi
Mesonia	mobilis
Mesonia	ostreae
Mesonia	phycicola
Mesonia	sediminis
Mesonia	
Mesophilobacter	marinus
Mesophilobacter	
Mesoplasma	chauliocola
Mesoplasma	coleopterae
Mesoplasma	corruscae
Mesoplasma	entomophilum
Mesoplasma	florum
Mesoplasma	grammopterae
Mesoplasma	lactucae
Mesoplasma	melaleucae
Mesoplasma	photuris
Mesoplasma	pleciae
Mesoplasma	seiffertii
Mesoplasma	syrphidae
Mesoplasma	tabanidae
Mesoplasma	
Mesorhizobium	abyssinicae
Mesorhizobium	acaciae
Mesorhizobium	albiziae
Mesorhizobium	alhagi
Mesorhizobium	amorphae
Mesorhizobium	atlanticum
Mesorhizobium	australicum
Mesorhizobium	calcicola
Mesorhizobium	camelthorni
Mesorhizobium	cantuariense
Mesorhizobium	caraganae
Mesorhizobium	carmichaelinearum
Mesorhizobium	chacoense
Mesorhizobium	ciceri
Mesorhizobium	delmotii
Mesorhizobium	ephedrae
Mesorhizobium	erdmanii
Mesorhizobium	gobiense
Mesorhizobium	hankyongi
Mesorhizobium	hawassense
Mesorhizobium	helmanticense
Mesorhizobium	huakuii
Mesorhizobium	japonicum
Mesorhizobium	jarvisii
Mesorhizobium	kowhaii
Mesorhizobium	loti
Mesorhizobium	mediterraneum
Mesorhizobium	metallidurans
Mesorhizobium	muleiense
Mesorhizobium	newzealandense
Mesorhizobium	oceanicum
Mesorhizobium	olivaresii
Mesorhizobium	opportunistum
Mesorhizobium	plurifarium
Mesorhizobium	prunaredense
Mesorhizobium	qingshengii
Mesorhizobium	robiniae
Mesorhizobium	sangaii
Mesorhizobium	sanjuanii
Mesorhizobium	sediminum
Mesorhizobium	septentrionale
Mesorhizobium	shangrilense
Mesorhizobium	shonense
Mesorhizobium	silamurunense
Mesorhizobium	soli
Mesorhizobium	sophorae
Mesorhizobium	tamadayense
Mesorhizobium	tarimense
Mesorhizobium	temperatum
Mesorhizobium	thiogangeticum
Mesorhizobium	tianshanense
Mesorhizobium	waimense
Mesorhizobium	waitakense
Mesorhizobium	wenxiniae
Mesorhizobium	
Mesosutterella	multiformis
Mesosutterella	
Mesotoga	infera
Mesotoga	prima
Mesotoga	
Metakosakonia	massiliensis
Metakosakonia	
Metallibacterium	scheffleri
Metallibacterium	
Metalliresistens	
Metallosphaera	cuprina
Metallosphaera	hakonensis
Metallosphaera	prunae
Metallosphaera	sedula
Metallosphaera	tengchongensis
Metallosphaera	
Metamycoplasma	alkalescens
Metamycoplasma	arthritidis
Metamycoplasma	auris
Metamycoplasma	buccale
Metamycoplasma	canadense
Metamycoplasma	cloacale
Metamycoplasma	equirhinis
Metamycoplasma	faucium
Metamycoplasma	gateae
Metamycoplasma	hominis
Metamycoplasma	hyosynoviae
Metamycoplasma	neophronis
Metamycoplasma	orale
Metamycoplasma	phocicerebrale
Metamycoplasma	salivarium
Metamycoplasma	spumans
Metamycoplasma	sualvi
Metamycoplasma	subdolum
Metamycoplasma	
Metascardovia	criceti
Metascardovia	
Methanimicrococcus	
Methanobacterium	aarhusense
Methanobacterium	aggregans
Methanobacterium	alcaliphilum
Methanobacterium	arbophilicum
Methanobacterium	arcticum
Methanobacterium	beijingense
Methanobacterium	bryantii
Methanobacterium	congolense
Methanobacterium	defluvii
Methanobacterium	espanolae
Methanobacterium	ferruginis
Methanobacterium	flexile
Methanobacterium	formicicum
Methanobacterium	ivanovii
Methanobacterium	kanagiense
Methanobacterium	lacus
Methanobacterium	mobile
Methanobacterium	movens
Methanobacterium	movilense
Methanobacterium	oryzae
Methanobacterium	paludis
Methanobacterium	palustre
Methanobacterium	petrolearium
Methanobacterium	ruminantium
Methanobacterium	thermaggregans
Methanobacterium	thermalcaliphilum
Methanobacterium	thermautotrophicum
Methanobacterium	thermoaggregans
Methanobacterium	thermoalcaliphilum
Methanobacterium	thermoalkaliphilum
Methanobacterium	thermoautotrophicum
Methanobacterium	thermoflexum
Methanobacterium	thermoformicicum
Methanobacterium	thermophilum
Methanobacterium	uliginosum
Methanobacterium	veterum
Methanobacterium	wolfei
Methanobacterium	
Methanobrevibacter	acididurans
Methanobrevibacter	arboriphilicus
Methanobrevibacter	arboriphilus
Methanobrevibacter	boviskoreani
Methanobrevibacter	curvatus
Methanobrevibacter	cuticularis
Methanobrevibacter	filiformis
Methanobrevibacter	gottschalkii
Methanobrevibacter	millerae
Methanobrevibacter	olleyae
Methanobrevibacter	oralis
Methanobrevibacter	ruminantium
Methanobrevibacter	smithii
Methanobrevibacter	thaueri
Methanobrevibacter	woesei
Methanobrevibacter	wolinii
Methanobrevibacter	
Methanocalculus	alkaliphilus
Methanocalculus	chunghsingensis
Methanocalculus	halotolerans
Methanocalculus	natronophilus
Methanocalculus	pumilus
Methanocalculus	taiwanensis
Methanocalculus	
Methanocaldococcus	bathoardescens
Methanocaldococcus	fervens
Methanocaldococcus	indicus
Methanocaldococcus	infernus
Methanocaldococcus	jannaschii
Methanocaldococcus	villosus
Methanocaldococcus	vulcanius
Methanocaldococcus	
Methanocella	arvoryzae
Methanocella	conradii
Methanocella	paludicola
Methanocella	
Methanococcoides	alaskense
Methanococcoides	burtonii
Methanococcoides	methylutens
Methanococcoides	vulcani
Methanococcoides	
Methanococcus	aeolicus
Methanococcus	deltae
Methanococcus	fervens
Methanococcus	frisius
Methanococcus	halophilus
Methanococcus	igneus
